region_id,lookback_start,forecast_start,forecast_end,model_best,model_best_mae,model_best_rmse,model_best_category
98001,2019-07-31,2020-07-31,2021-06-30,d2stgnn,28598.1831582328,33314.74788486902,spatial_temporal
98001,2019-08-31,2020-08-31,2021-07-31,d2stgnn,25489.205109390085,31314.80892827383,spatial_temporal
98001,2019-09-30,2020-09-30,2021-08-31,d2stgnn,25028.872763290827,30493.267448978128,spatial_temporal
98001,2019-10-31,2020-10-31,2021-09-30,d2stgnn,20340.854330521033,25079.130262546143,spatial_temporal
98001,2019-11-30,2020-11-30,2021-10-31,d2stgnn,19093.815135835892,23617.588292683955,spatial_temporal
98001,2019-12-31,2020-12-31,2021-11-30,stgformer,22587.653646188166,26554.62339013333,spatial_temporal
98001,2020-01-31,2021-01-31,2021-12-31,d2stgnn,21595.26099170843,23984.347260626644,spatial_temporal
98001,2020-02-29,2021-02-28,2022-01-31,d2stgnn,14901.56802766324,17499.04288036431,spatial_temporal
98001,2020-03-31,2021-03-31,2022-02-28,d2stgnn,10185.821102517288,12299.25085009375,spatial_temporal
98001,2020-04-30,2021-04-30,2022-03-31,dcrnn,12105.304151535724,14671.397850510448,spatial_temporal
98001,2020-05-31,2021-05-31,2022-04-30,stgformer,15042.51191223115,19638.552576847444,spatial_temporal
98001,2020-06-30,2021-06-30,2022-05-31,timemixer,18359.035645239597,23380.001176604717,DL
98001,2020-07-31,2021-07-31,2022-06-30,timemixer,19370.708034585597,23249.827649396135,DL
98001,2020-08-31,2021-08-31,2022-07-31,timemixer,23433.78579784204,31323.19998061733,DL
98001,2020-09-30,2021-09-30,2022-08-31,itransformer,21163.517379846668,27660.374882876527,DL
98001,2020-10-31,2021-10-31,2022-09-30,itransformer,28573.109665173328,34466.5762823497,DL
98001,2020-11-30,2021-11-30,2022-10-31,d2stgnn,28433.10310174584,35229.76354136535,spatial_temporal
98001,2020-12-31,2021-12-31,2022-11-30,d2stgnn,26708.745662134676,31250.732987428128,spatial_temporal
98001,2021-01-31,2022-01-31,2022-12-31,d2stgnn,26413.252624246554,31661.16844748945,spatial_temporal
98001,2021-02-28,2022-02-28,2023-01-31,d2stgnn,26959.413359648064,33827.225483527065,spatial_temporal
98001,2021-03-31,2022-03-31,2023-02-28,d2stgnn,23367.71487420752,31616.71735867402,spatial_temporal
98001,2021-04-30,2022-04-30,2023-03-31,timemixer,19292.903530597705,22657.549089021093,DL
98001,2021-05-31,2022-05-31,2023-04-30,timemixer,24244.48974900773,30124.485089986763,DL
98001,2021-06-30,2022-06-30,2023-05-31,d2stgnn,20837.108020281972,27065.754784952678,spatial_temporal
98001,2021-07-31,2022-07-31,2023-06-30,d2stgnn,20707.562614095892,27186.406491761925,spatial_temporal
98001,2021-08-31,2022-08-31,2023-07-31,timemixer,11775.045631227482,14505.710399229494,DL
98001,2021-09-30,2022-09-30,2023-08-31,graph_wavenet,9156.016305717765,12270.779071865834,spatial_temporal
98001,2021-10-31,2022-10-31,2023-09-30,stgcn,8800.85229144613,14658.054326657499,spatial_temporal
98001,2021-11-30,2022-11-30,2023-10-31,itransformer,11845.699695276659,15607.095412860388,DL
98001,2021-12-31,2022-12-31,2023-11-30,chronos2_zero,11051.636045623725,13463.112206278041,foundation
98001,2022-12-31,2023-12-31,2024-11-30,graph_wavenet,23044.496948687756,28000.3454588061,spatial_temporal
98001,2023-01-31,2024-01-31,2024-12-31,graph_wavenet,22956.164987510245,26459.900265202417,spatial_temporal
98001,2024-01-31,2025-01-31,2025-12-31,timemixer,19666.030584001564,24032.585885324548,DL
98001,2024-02-29,2025-02-28,2026-01-31,d2stgnn,11467.288830267518,14999.272283852026,spatial_temporal
98001,2024-03-31,2025-03-31,2026-02-28,graph_wavenet,13971.060788624503,15396.134002404391,spatial_temporal
98001,2024-04-30,2025-04-30,2026-03-31,timesfm_zero,18154.00124237798,21969.699455531794,foundation
98001,2024-05-31,2025-05-31,2026-04-30,chronos2_zero,12723.259185445806,14675.588363696854,foundation
98001,2024-06-30,2025-06-30,2026-05-31,timesfm_zero,15491.036477299824,19334.96162099014,foundation
98001,2024-07-31,2025-07-31,2026-06-30,timesfm_zero,17734.72563189625,21178.746716655995,foundation
98001,2024-08-31,2025-08-31,2026-07-31,timemixer,17200.498968481377,24285.860482779066,DL
98002,2016-03-31,2017-03-31,2018-02-28,d2stgnn,5795.838938554133,7925.197222898784,spatial_temporal
98002,2016-04-30,2017-04-30,2018-03-31,d2stgnn,8428.522876518085,10567.51251364063,spatial_temporal
98002,2016-05-31,2017-05-31,2018-04-30,dcrnn,9163.694757027793,10641.913854392471,spatial_temporal
98002,2016-06-30,2017-06-30,2018-05-31,dcrnn,7689.200442582466,9882.310846806891,spatial_temporal
98002,2016-07-31,2017-07-31,2018-06-30,stgformer,6567.3869085858705,9180.001814473007,spatial_temporal
98002,2016-08-31,2017-08-31,2018-07-31,itransformer,7504.224192161797,8910.12427591386,DL
98002,2016-09-30,2017-09-30,2018-08-31,d2stgnn,6931.453781932311,8838.999988030153,spatial_temporal
98002,2016-10-31,2017-10-31,2018-09-30,stgformer,5449.68185298025,6474.384734394328,spatial_temporal
98002,2016-11-30,2017-11-30,2018-10-31,graph_wavenet,5674.345755314406,7149.217662407506,spatial_temporal
98002,2016-12-31,2017-12-31,2018-11-30,itransformer,4777.004416271627,5942.661425104615,DL
98002,2017-01-31,2018-01-31,2018-12-31,stgformer,7667.342475435512,9927.60451798629,spatial_temporal
98002,2017-02-28,2018-02-28,2019-01-31,stgformer,8321.465478245946,10923.415113802328,spatial_temporal
98002,2017-03-31,2018-03-31,2019-02-28,patchtst,8537.065130926096,10697.11126513611,DL
98002,2017-04-30,2018-04-30,2019-03-31,patchtst,8123.3692762924375,9742.67620849961,DL
98002,2017-05-31,2018-05-31,2019-04-30,patchtst,8660.337945556434,10844.877204514532,DL
98002,2017-06-30,2018-06-30,2019-05-31,dcrnn,10775.840138527628,13159.8820474165,spatial_temporal
98002,2017-07-31,2018-07-31,2019-06-30,dcrnn,9959.448947796365,12724.81207475198,spatial_temporal
98002,2017-08-31,2018-08-31,2019-07-31,itransformer,8802.88201871147,10903.562192694439,DL
98002,2017-09-30,2018-09-30,2019-08-31,stgformer,6227.9679462650965,7329.4708884367865,spatial_temporal
98002,2017-10-31,2018-10-31,2019-09-30,stgformer,5910.838527101393,7128.815096688086,spatial_temporal
98002,2017-11-30,2018-11-30,2019-10-31,d2stgnn,6074.312370839888,7502.69370025883,spatial_temporal
98002,2017-12-31,2018-12-31,2019-11-30,d2stgnn,6727.610931829516,9176.81308822155,spatial_temporal
98002,2018-01-31,2019-01-31,2019-12-31,timemixer,9317.443337164106,10637.078848026802,DL
98002,2018-02-28,2019-02-28,2020-01-31,dcrnn,11790.51091893111,14730.609886301037,spatial_temporal
98002,2018-03-31,2019-03-31,2020-02-29,patchtst,10657.268988947899,12054.89999103668,DL
98002,2018-04-30,2019-04-30,2020-03-31,d2stgnn,10528.710715771062,13297.687518789808,spatial_temporal
98002,2018-05-31,2019-05-31,2020-04-30,dlinear,8520.54879222223,10467.299530181,DL
98002,2018-06-30,2019-06-30,2020-05-31,dlinear,7888.669507501705,9717.296854599586,DL
98002,2018-07-31,2019-07-31,2020-06-30,dlinear,9046.67007311987,10937.690613794624,DL
98002,2018-08-31,2019-08-31,2020-07-31,dlinear,9661.448527325245,10491.320366770382,DL
98002,2018-09-30,2019-09-30,2020-08-31,dlinear,10733.434221983096,13030.862793737555,DL
98002,2018-10-31,2019-10-31,2020-09-30,d2stgnn,10274.402968108334,11581.096745798739,spatial_temporal
98002,2018-11-30,2019-11-30,2020-10-31,d2stgnn,9198.964791557868,11386.103144705337,spatial_temporal
98002,2018-12-31,2019-12-31,2020-11-30,d2stgnn,7996.28929043356,9643.504424351095,spatial_temporal
98002,2019-01-31,2020-01-31,2020-12-31,d2stgnn,9465.829115726776,10961.668723928406,spatial_temporal
98002,2019-02-28,2020-02-29,2021-01-31,d2stgnn,9950.11445243308,12329.128368767624,spatial_temporal
98002,2019-03-31,2020-03-31,2021-02-28,d2stgnn,12508.707696775076,14899.70761004597,spatial_temporal
98002,2019-04-30,2020-04-30,2021-03-31,d2stgnn,12627.483637684898,17005.60779516773,spatial_temporal
98002,2019-05-31,2020-05-31,2021-04-30,d2stgnn,12850.055946236942,15640.602164598124,spatial_temporal
98002,2019-06-30,2020-06-30,2021-05-31,graph_wavenet,11938.105218251925,13566.319272674455,spatial_temporal
98002,2019-07-31,2020-07-31,2021-06-30,graph_wavenet,13141.983853201376,14742.223068213252,spatial_temporal
98002,2019-08-31,2020-08-31,2021-07-31,d2stgnn,14032.50864613646,16847.568278169532,spatial_temporal
98002,2019-09-30,2020-09-30,2021-08-31,d2stgnn,13979.615127539006,17039.832774775037,spatial_temporal
98002,2019-10-31,2020-10-31,2021-09-30,d2stgnn,9753.17134020802,12639.151668877677,spatial_temporal
98002,2019-11-30,2020-11-30,2021-10-31,dcrnn,9264.212539074666,11631.826705381323,spatial_temporal
98002,2019-12-31,2020-12-31,2021-11-30,dcrnn,10550.35950761027,14947.03691838941,spatial_temporal
98002,2020-01-31,2021-01-31,2021-12-31,dlinear,9543.515847606695,12857.956577129624,DL
98002,2020-02-29,2021-02-28,2022-01-31,timemixer,10913.544010324118,12309.911479662727,DL
98002,2020-03-31,2021-03-31,2022-02-28,timemixer,10217.391530247964,12760.527541427142,DL
98002,2020-04-30,2021-04-30,2022-03-31,timemixer,15390.538539011695,18880.142324171935,DL
98002,2020-05-31,2021-05-31,2022-04-30,dcrnn,19830.930843741764,25032.279243224355,spatial_temporal
98002,2020-06-30,2021-06-30,2022-05-31,timemixer,19430.239606514147,23085.53157007856,DL
98002,2020-07-31,2021-07-31,2022-06-30,stgformer,21413.08782190736,24327.445706219365,spatial_temporal
98002,2020-08-31,2021-08-31,2022-07-31,itransformer,17626.555669476762,20114.642375963853,DL
98002,2020-09-30,2021-09-30,2022-08-31,itransformer,15846.862350621775,18165.162974800885,DL
98002,2020-10-31,2021-10-31,2022-09-30,itransformer,17988.72786393555,20345.507894883136,DL
98002,2020-11-30,2021-11-30,2022-10-31,itransformer,21295.354251076405,25606.951206714177,DL
98002,2020-12-31,2021-12-31,2022-11-30,d2stgnn,21159.575200462645,24631.495200259404,spatial_temporal
98002,2021-01-31,2022-01-31,2022-12-31,d2stgnn,22530.367970556097,26393.86900207452,spatial_temporal
98002,2021-02-28,2022-02-28,2023-01-31,d2stgnn,18837.355788263343,23048.339835378323,spatial_temporal
98002,2021-03-31,2022-03-31,2023-02-28,d2stgnn,17771.112011027846,20672.41097601059,spatial_temporal
98002,2021-04-30,2022-04-30,2023-03-31,timemixer,21455.802933112845,26183.211388166448,DL
98002,2021-05-31,2022-05-31,2023-04-30,d2stgnn,16847.73767466527,21366.64060211,spatial_temporal
98002,2021-06-30,2022-06-30,2023-05-31,d2stgnn,18235.302189450555,21996.954916955474,spatial_temporal
98002,2021-07-31,2022-07-31,2023-06-30,timemixer,15419.393442815586,19111.29817541773,DL
98002,2021-08-31,2022-08-31,2023-07-31,d2stgnn,12584.774936324538,14611.353575063737,spatial_temporal
98002,2021-09-30,2022-09-30,2023-08-31,dcrnn,12647.736076249503,17931.322590553184,spatial_temporal
98002,2021-10-31,2022-10-31,2023-09-30,graph_wavenet,12079.796258822616,14141.015137900344,spatial_temporal
98002,2021-11-30,2022-11-30,2023-10-31,dcrnn,14532.956176847525,17516.37061256512,spatial_temporal
98002,2021-12-31,2022-12-31,2023-11-30,stgcn,14647.156147647556,17075.31321127726,spatial_temporal
98002,2022-12-31,2023-12-31,2024-11-30,dcrnn,9579.645756110272,12907.06014750597,spatial_temporal
98002,2023-01-31,2024-01-31,2024-12-31,dcrnn,8832.329412178035,10215.330943007846,spatial_temporal
98002,2024-01-31,2025-01-31,2025-12-31,timesfm_zero,13313.743621703228,19610.862747130424,foundation
98002,2024-02-29,2025-02-28,2026-01-31,timesfm_zero,13066.384290752283,17750.77553196635,foundation
98002,2024-03-31,2025-03-31,2026-02-28,timesfm_zero,15922.707790895764,22598.478276930728,foundation
98002,2024-04-30,2025-04-30,2026-03-31,timesfm_zero,18661.56827831754,25979.517945568725,foundation
98002,2024-05-31,2025-05-31,2026-04-30,timesfm_zero,20997.777578863912,27706.93744142985,foundation
98002,2024-06-30,2025-06-30,2026-05-31,timesfm_zero,15350.804211428826,19253.39623252875,foundation
98002,2024-07-31,2025-07-31,2026-06-30,timesfm_zero,16484.06114346003,19671.107768804908,foundation
98002,2024-08-31,2025-08-31,2026-07-31,itransformer,13299.687263284412,20047.498326373778,DL
98003,2016-03-31,2017-03-31,2018-02-28,d2stgnn,16112.550114423633,18820.410651781607,spatial_temporal
98003,2016-04-30,2017-04-30,2018-03-31,d2stgnn,13763.85284600097,17557.79237488997,spatial_temporal
98003,2016-05-31,2017-05-31,2018-04-30,dcrnn,12158.511892437004,16393.749212878734,spatial_temporal
98003,2016-06-30,2017-06-30,2018-05-31,timesfm_zero,12239.943327858631,15876.636045324974,foundation
98003,2016-07-31,2017-07-31,2018-06-30,dcrnn,13547.641084967623,15700.383317324093,spatial_temporal
98003,2016-08-31,2017-08-31,2018-07-31,stgcn,13751.469350434723,16997.792219098756,spatial_temporal
98003,2016-09-30,2017-09-30,2018-08-31,timemixer,11776.45165965063,15136.628532353134,DL
98003,2016-10-31,2017-10-31,2018-09-30,graph_wavenet,10249.240417984867,14712.821680664614,spatial_temporal
98003,2016-11-30,2017-11-30,2018-10-31,itransformer,13374.358153077794,15496.539237167684,DL
98003,2016-12-31,2017-12-31,2018-11-30,itransformer,12383.356217816652,16626.90239500827,DL
98003,2017-01-31,2018-01-31,2018-12-31,d2stgnn,13849.412652668674,15734.159162531088,spatial_temporal
98003,2017-02-28,2018-02-28,2019-01-31,itransformer,12591.81233518607,19740.502315591777,DL
98003,2017-03-31,2018-03-31,2019-02-28,itransformer,13277.483224938313,20737.584687263992,DL
98003,2017-04-30,2018-04-30,2019-03-31,chronos2_zero,13663.982325705054,20206.82696658601,foundation
98003,2017-05-31,2018-05-31,2019-04-30,chronos2_zero,11762.839396851088,16536.105128043586,foundation
98003,2017-06-30,2018-06-30,2019-05-31,timesfm_zero,8641.845964310478,12137.298094628284,foundation
98003,2017-07-31,2018-07-31,2019-06-30,timesfm_zero,5756.1346550571325,7773.916675950321,foundation
98003,2017-08-31,2018-08-31,2019-07-31,dcrnn,5918.739941286108,6742.690902148139,spatial_temporal
98003,2017-09-30,2018-09-30,2019-08-31,dcrnn,5369.906956711823,7343.678397519591,spatial_temporal
98003,2017-10-31,2018-10-31,2019-09-30,graph_wavenet,7214.025955434238,8679.917208632649,spatial_temporal
98003,2017-11-30,2018-11-30,2019-10-31,timemixer,5714.956676457208,7440.427824908467,DL
98003,2017-12-31,2018-12-31,2019-11-30,timemixer,4216.591747469681,5788.311274147654,DL
98003,2018-01-31,2019-01-31,2019-12-31,patchtst,8788.429153475468,11039.787099069046,DL
98003,2018-02-28,2019-02-28,2020-01-31,patchtst,10980.437146083568,15873.266395993316,DL
98003,2018-03-31,2019-03-31,2020-02-29,patchtst,16521.693890307884,25442.4686366304,DL
98003,2018-04-30,2019-04-30,2020-03-31,patchtst,21934.03376512793,34388.58981520078,DL
98003,2018-05-31,2019-05-31,2020-04-30,dlinear,27847.386097559134,38913.77202352994,DL
98003,2018-06-30,2019-06-30,2020-05-31,dlinear,29925.39461320903,41907.32258763501,DL
98003,2018-07-31,2019-07-31,2020-06-30,dlinear,28652.322343017862,41455.18050429987,DL
98003,2018-08-31,2019-08-31,2020-07-31,dlinear,28511.428661290167,41377.56763905611,DL
98003,2018-09-30,2019-09-30,2020-08-31,graph_wavenet,28638.82912872627,40381.7453846915,spatial_temporal
98003,2018-10-31,2019-10-31,2020-09-30,d2stgnn,29258.04484369008,37932.83499714603,spatial_temporal
98003,2018-11-30,2019-11-30,2020-10-31,dlinear,30672.71118150285,42290.62523647647,DL
98003,2018-12-31,2019-12-31,2020-11-30,patchtst,31276.949766929218,39971.971828273665,DL
98003,2019-01-31,2020-01-31,2020-12-31,patchtst,29136.197145866678,38397.22072955776,DL
98003,2019-02-28,2020-02-29,2021-01-31,graph_wavenet,19327.985754627032,27905.138499435314,spatial_temporal
98003,2019-03-31,2020-03-31,2021-02-28,timemixer,14433.256157198912,20262.102967379746,DL
98003,2019-04-30,2020-04-30,2021-03-31,timemixer,17595.00900516637,23082.88419251864,DL
98003,2019-05-31,2020-05-31,2021-04-30,timemixer,13032.05796004255,15671.09982973259,DL
98003,2019-06-30,2020-06-30,2021-05-31,patchtst,13440.431390971047,17331.8376192778,DL
98003,2019-07-31,2020-07-31,2021-06-30,timemixer,10068.777021575204,12822.808517202564,DL
98003,2019-08-31,2020-08-31,2021-07-31,timemixer,10990.770779105462,12997.50402221353,DL
98003,2019-09-30,2020-09-30,2021-08-31,dlinear,8674.330249616585,9424.566834887246,DL
98003,2019-10-31,2020-10-31,2021-09-30,timemixer,9957.005539984233,13000.42037092209,DL
98003,2019-11-30,2020-11-30,2021-10-31,dcrnn,9818.213273104813,12116.509419438506,spatial_temporal
98003,2019-12-31,2020-12-31,2021-11-30,stgformer,9236.254076359744,11846.242705090579,spatial_temporal
98003,2020-01-31,2021-01-31,2021-12-31,stgformer,7327.653487809531,10391.633167827957,spatial_temporal
98003,2020-02-29,2021-02-28,2022-01-31,timemixer,7516.072708301518,10604.92473195178,DL
98003,2020-03-31,2021-03-31,2022-02-28,graph_wavenet,10433.220106967745,12942.035597350485,spatial_temporal
98003,2020-04-30,2021-04-30,2022-03-31,dcrnn,8575.56361751171,11822.01451928481,spatial_temporal
98003,2020-05-31,2021-05-31,2022-04-30,dcrnn,11698.002610741261,19806.235364162574,spatial_temporal
98003,2020-06-30,2021-06-30,2022-05-31,timemixer,15763.881312629339,19798.23783650403,DL
98003,2020-07-31,2021-07-31,2022-06-30,timemixer,12335.187765880275,16920.17992481548,DL
98003,2020-08-31,2021-08-31,2022-07-31,timemixer,12459.959219153214,18297.178338049493,DL
98003,2020-09-30,2021-09-30,2022-08-31,d2stgnn,18517.72872964117,24244.43337401881,spatial_temporal
98003,2020-10-31,2021-10-31,2022-09-30,timemixer,16541.940912689926,19586.673129099727,DL
98003,2020-11-30,2021-11-30,2022-10-31,d2stgnn,16852.770800200466,20596.387587629677,spatial_temporal
98003,2020-12-31,2021-12-31,2022-11-30,d2stgnn,17399.79273845197,20995.658701719367,spatial_temporal
98003,2021-01-31,2022-01-31,2022-12-31,d2stgnn,14159.987294233879,17423.081374477242,spatial_temporal
98003,2021-02-28,2022-02-28,2023-01-31,d2stgnn,15142.82717447306,19791.7159718656,spatial_temporal
98003,2021-03-31,2022-03-31,2023-02-28,d2stgnn,14621.478054447429,19243.437129147565,spatial_temporal
98003,2021-04-30,2022-04-30,2023-03-31,timemixer,9965.870678442036,11638.923769690964,DL
98003,2021-05-31,2022-05-31,2023-04-30,d2stgnn,14010.463691181387,17238.344106573102,spatial_temporal
98003,2021-06-30,2022-06-30,2023-05-31,d2stgnn,13299.758109161261,18364.42741017686,spatial_temporal
98003,2021-07-31,2022-07-31,2023-06-30,d2stgnn,12352.029748360694,14822.309535064982,spatial_temporal
98003,2021-08-31,2022-08-31,2023-07-31,dcrnn,15550.150649756892,20760.057437128966,spatial_temporal
98003,2021-09-30,2022-09-30,2023-08-31,stgformer,16069.81535849111,18615.93677868447,spatial_temporal
98003,2021-10-31,2022-10-31,2023-09-30,itransformer,17282.7614324047,21871.152439255,DL
98003,2021-11-30,2022-11-30,2023-10-31,itransformer,22167.84756090428,26372.495899894115,DL
98003,2021-12-31,2022-12-31,2023-11-30,itransformer,26558.855362905026,29898.48932155486,DL
98003,2022-12-31,2023-12-31,2024-11-30,patchtst,27415.222993333573,36896.20225572365,DL
98003,2023-01-31,2024-01-31,2024-12-31,itransformer,25031.9591469625,37302.56736754746,DL
98003,2024-01-31,2025-01-31,2025-12-31,graph_wavenet,15769.289983607878,20055.93299544707,spatial_temporal
98003,2024-02-29,2025-02-28,2026-01-31,graph_wavenet,16440.298002545227,19510.916690614682,spatial_temporal
98003,2024-03-31,2025-03-31,2026-02-28,stgcn,14193.683639486873,17825.33330736359,spatial_temporal
98003,2024-04-30,2025-04-30,2026-03-31,itransformer,14948.341692757453,17559.61214299172,DL
98003,2024-05-31,2025-05-31,2026-04-30,timemixer,14487.944709897341,17325.38038691323,DL
98003,2024-06-30,2025-06-30,2026-05-31,itransformer,7552.156897084496,10426.665582232985,DL
98003,2024-07-31,2025-07-31,2026-06-30,itransformer,7852.780596866825,9538.901573761937,DL
98003,2024-08-31,2025-08-31,2026-07-31,itransformer,8838.320379082967,11118.196518098814,DL
98004,2016-03-31,2017-03-31,2018-02-28,graph_wavenet,157929.3396934759,216272.27324841436,spatial_temporal
98004,2016-04-30,2017-04-30,2018-03-31,timemixer,163432.40200729758,216922.45677597096,DL
98004,2016-05-31,2017-05-31,2018-04-30,graph_wavenet,178099.4934577377,205917.52378030284,spatial_temporal
98004,2016-06-30,2017-06-30,2018-05-31,d2stgnn,159751.7385340412,191774.7160001613,spatial_temporal
98004,2016-07-31,2017-07-31,2018-06-30,timemixer,117166.74409491323,160469.8916700101,DL
98004,2016-08-31,2017-08-31,2018-07-31,timemixer,114697.47825526613,159010.75419085944,DL
98004,2016-09-30,2017-09-30,2018-08-31,dcrnn,105735.96267497703,119925.62676646643,spatial_temporal
98004,2016-10-31,2017-10-31,2018-09-30,dcrnn,85152.49016711891,103513.2570702696,spatial_temporal
98004,2016-11-30,2017-11-30,2018-10-31,dcrnn,97555.96220098792,116350.38270190962,spatial_temporal
98004,2016-12-31,2017-12-31,2018-11-30,dcrnn,101286.17711923683,121874.49455796402,spatial_temporal
98004,2017-01-31,2018-01-31,2018-12-31,graph_wavenet,106361.0157663849,123027.30538324948,spatial_temporal
98004,2017-02-28,2018-02-28,2019-01-31,graph_wavenet,107784.17771059302,126281.78178813224,spatial_temporal
98004,2017-03-31,2018-03-31,2019-02-28,timesfm_zero,119561.83942720592,134817.7951373249,foundation
98004,2017-04-30,2018-04-30,2019-03-31,timesfm_zero,90818.54120824816,103798.08123236916,foundation
98004,2017-05-31,2018-05-31,2019-04-30,timesfm_zero,55437.176816324434,73749.2919914586,foundation
98004,2017-06-30,2018-06-30,2019-05-31,timesfm_zero,67675.72923256527,89828.7633986672,foundation
98004,2017-07-31,2018-07-31,2019-06-30,timesfm_zero,86177.9985158946,105145.54107263118,foundation
98004,2017-08-31,2018-08-31,2019-07-31,timesfm_zero,112352.83049843018,135404.20831742996,foundation
98004,2017-09-30,2018-09-30,2019-08-31,chronos2_zero,77288.35819214098,106871.56896774886,foundation
98004,2017-10-31,2018-10-31,2019-09-30,chronos2_zero,92056.01316325006,112590.53260614855,foundation
98004,2017-11-30,2018-11-30,2019-10-31,graph_wavenet,107527.85071169872,142007.76936577493,spatial_temporal
98004,2017-12-31,2018-12-31,2019-11-30,patchtst,111279.01682985031,141160.37500369968,DL
98004,2018-01-31,2019-01-31,2019-12-31,patchtst,115968.80418598403,133695.8996092036,DL
98004,2018-02-28,2019-02-28,2020-01-31,timemixer,93105.39256524865,121979.93462882513,DL
98004,2018-03-31,2019-03-31,2020-02-29,d2stgnn,78563.98744712774,92360.53684315564,spatial_temporal
98004,2018-04-30,2019-04-30,2020-03-31,graph_wavenet,72455.78432665167,94185.01628202558,spatial_temporal
98004,2018-05-31,2019-05-31,2020-04-30,graph_wavenet,85846.45907824293,98510.34019870721,spatial_temporal
